object_id,time,streamflow,oxygen_isotope_streamflow,precipitation,oxygen_isotope_precipitation,relative_humidity,temperature
Erlenbach,2015-06-19 00:00,9.67,-9.77,1.46,-7.19,81.736805556,9.83
Erlenbach,2015-06-20 00:00,11.1,-10.01,25.12,-2.39,92.584027778,7.38
Erlenbach,2015-06-21 00:00,8.72,-10.18,18.65,-9.48,86.579861111,9.94
Erlenbach,2015-06-22 00:00,23.12,-9.89,35.66,-6.39,71.647916667,12.6
Erlenbach,2015-06-23 00:00,15.16,-9.74,6.94,-8.13,90.102777778,7.21
Erlenbach,2015-06-24 00:00,2.48,-10.42,0,-9.04,76.585416667,10.6
Erlenbach,2015-06-25 00:00,1.32,-10.78,0,-6.8575,70.888194444,13
Erlenbach,2015-06-26 00:00,0.93,-10.9,0,-4.675,60.954861111,15.2
Erlenbach,2015-06-27 00:00,0.79,-10.97,1.26,-2.4925,70.141666667,15.7
Erlenbach,2015-06-28 00:00,0.64,-10.91,0,-0.31,68.417361111,15.2
Erlenbach,2015-06-29 00:00,0.48,-11.03,0,-0.542857142857143,63.102777778,16.2
Erlenbach,2015-06-30 00:00,0.42,-11.07,0,-0.775714285714286,59.678472222,19
Erlenbach,2015-07-01 00:00,0.37,-10.93,0,-1.00857142857143,58.35,21.6
Erlenbach,2015-07-02 00:00,0.33,-10.94,0,-1.24142857142857,56.425694444,23
Erlenbach,2015-07-03 00:00,0.29,-10.86,0,-1.47428571428571,53.541666667,23.2
Erlenbach,2015-07-04 00:00,0.25,-10.84,0,-1.70714285714286,51.61875,23.3
Erlenbach,2015-07-05 00:00,0.24,-10.8,3.86,-1.94,51.730555556,24
Erlenbach,2015-07-06 00:00,0.28,-10.66,0.01,-2.7,78.616666667,20.2
Erlenbach,2015-07-07 00:00,0.33,-10.64,10.83,-3.46,57.548611111,23.3
Erlenbach,2015-07-08 00:00,0.72,-9.79,5.4,-4.27,82.522916667,12.8
Erlenbach,2015-07-09 00:00,0.3,-9.74,0,-4.21888888888889,72.160416667,11.5
Erlenbach,2015-07-10 00:00,0.22,-9.85,0,-4.16777777777778,66.307638889,15.4
Erlenbach,2015-07-11 00:00,0.18,-9.86,0,-4.11666666666667,51.372916667,19.3
Erlenbach,2015-07-12 00:00,0.14,-9.9,0.27,-4.06555555555556,64.6625,17.5
Erlenbach,2015-07-13 00:00,0.13,-9.92,0,-4.01444444444444,72.209722222,15.9
Erlenbach,2015-07-14 00:00,0.12,-9.98,0,-3.96333333333333,67.486805556,17.8
Erlenbach,2015-07-15 00:00,0.1,-10.04,0,-3.91222222222222,64.013194444,19
Erlenbach,2015-07-16 00:00,0.09,-10.04,0,-3.86111111111111,57.593055556,21.4
Erlenbach,2015-07-17 00:00,0.27,-9.85,8.89,-3.81,57.441666667,20
Erlenbach,2015-07-18 00:00,0.16,-9.84,0.9,1.83,63.011111111,19
Erlenbach,2015-07-19 00:00,0.8,-9.51,16.86,-2.86,78.000694444,18.3
Erlenbach,2015-07-20 00:00,0.34,-8.78,0,-2.81666666666667,75.582638889,18.5
Erlenbach,2015-07-21 00:00,0.17,-9.04,0,-2.77333333333333,67.329166667,21
Erlenbach,2015-07-22 00:00,0.15,-9.11,3.41,-2.73,75.963194444,18.5
Erlenbach,2015-07-23 00:00,0.14,-9.2,0,-4.6,91.965972222,15.3
Erlenbach,2015-07-24 00:00,0.42,-9.16,13.17,-6.47,82.636111111,17.1
Erlenbach,2015-07-25 00:00,0.34,-9.19,0,-7.345,77.438194444,11.9
Erlenbach,2015-07-26 00:00,0.65,-9.23,13.65,-8.22,84.428472222,12.8
Erlenbach,2015-07-27 00:00,0.81,-9.21,0,-5.75,70.952083333,13.9
Erlenbach,2015-07-28 00:00,0.31,-9.18,3.08,-3.28,83.120138889,11.4
Erlenbach,2015-07-29 00:00,5.1,-9.06,21.72,-7.47,91.710416667,10.9
Erlenbach,2015-07-30 00:00,1.55,-8.42,0.08,-1.14,88.029861111,8.99
Erlenbach,2015-07-31 00:00,0.5,-8.58,0.19,-2.1,78.127083333,13.1
Erlenbach,2015-08-01 00:00,0.51,-8.24,5.74,-3.06,92.692361111,12.9
Erlenbach,2015-08-02 00:00,0.41,-8.5,0.1,-1.82,88.725694444,14.5
Erlenbach,2015-08-03 00:00,0.25,-8.47,0,-0.58,70.423611111,18.7
Erlenbach,2015-08-04 00:00,0.19,-8.9,1.11,0.66,84.271527778,16.4
Erlenbach,2015-08-05 00:00,0.16,-8.72,0,1.34333333333333,72.934722222,18.9
Erlenbach,2015-08-06 00:00,0.12,-9.19,0,2.02666666666667,55.942361111,21.5
Erlenbach,2015-08-07 00:00,0.1,-9.11,0.66,2.71,50.64375,22.7
Erlenbach,2015-08-08 00:00,0.09,-8.91,0.27,0.94,60.165277778,21.2
Erlenbach,2015-08-09 00:00,0.12,-8.74,6.33,-0.83,88.33125,17.2
Erlenbach,2015-08-10 00:00,0.48,-8.55,5.58,-1.41,93.005555556,16.3
Erlenbach,2015-08-11 00:00,0.33,-8.58,0.08,-0.155,89.240972222,17.5
Erlenbach,2015-08-12 00:00,0.2,-8.63,0.08,1.1,73.545833333,19
Erlenbach,2015-08-13 00:00,0.14,-8.57,0.99,-1.44,68.227777778,19.7
Erlenbach,2015-08-14 00:00,0.15,-8.83,2.2,-3.02,89.145833333,14.2
Erlenbach,2015-08-15 00:00,2.46,-8.77,22.91,-10.23,97.395833333,10.6
Erlenbach,2015-08-16 00:00,3.88,-8.66,10.46,-10.91,98.577083333,10.4
Erlenbach,2015-08-17 00:00,1.99,-9.23,0.53,-6.72,88.381944444,10
Erlenbach,2015-08-18 00:00,1.55,-9.38,19.29,-7.55,91.725,10.3
Erlenbach,2015-08-19 00:00,19.9,-9.36,16.47,-9.86,98.544444444,8.69
Erlenbach,2015-08-20 00:00,1.88,-9.62,0.16,-9.488,86.539583333,10.8
Erlenbach,2015-08-21 00:00,0.87,-9.74,0.16,-9.116,82.570138889,12.2
Erlenbach,2015-08-22 00:00,0.59,-9.93,0.08,-8.744,72.196527778,14.3
Erlenbach,2015-08-23 00:00,0.47,-10,0.17,-8.372,79.215277778,14.4
Erlenbach,2015-08-24 00:00,0.58,-9.98,8.7,-8,81.450694444,13
Erlenbach,2015-08-25 00:00,0.76,-9.96,1.05,-4.56,85.974305556,10.6
Erlenbach,2015-08-26 00:00,0.43,-9.86,0,-5.65,69.528472222,15.5
Erlenbach,2015-08-27 00:00,0.32,-10.01,0,-6.74,58.182638889,18.5
Erlenbach,2015-08-28 00:00,0.26,-9.87,0,-7.83,63.734027778,19.1
Erlenbach,2015-08-29 00:00,0.23,-9.89,0,-8.92,62.488888889,20.4
Erlenbach,2015-08-30 00:00,0.2,-9.98,0,-10.01,50.968055556,19.4
Erlenbach,2015-08-31 00:00,0.17,-10,0,-11.1,54.310416667,18.8
Erlenbach,2015-09-01 00:00,5.77,-9.74,33.37,-6.91,88.593055556,13.1
Erlenbach,2015-09-02 00:00,2.07,-9.73,0.18,-7.19,95.029861111,10.5
Erlenbach,2015-09-03 00:00,1.37,-9.73,6.88,-7.99,96.827777778,8.9
Erlenbach,2015-09-04 00:00,1.34,-9.94,4.02,-7.06,85.048611111,9.5
Erlenbach,2015-09-05 00:00,2.15,-9.57,5.21,-7.77666666666667,93.102083333,6.15
Erlenbach,2015-09-06 00:00,1.96,-9.79,2.99,-8.49333333333333,92.315277778,5.44
Erlenbach,2015-09-07 00:00,0.96,-9.84,0,-9.21,84.607638889,5.94
Erlenbach,2015-09-08 00:00,0.57,-9.89,0,-9.92666666666667,84.222916667,8.38
Erlenbach,2015-09-09 00:00,0.44,-10.28,0,-10.6433333333333,87.405555556,9.04
Erlenbach,2015-09-10 00:00,0.37,-10.14,0.21,-11.36,88.734027778,8.65
Erlenbach,2015-09-11 00:00,0.33,-10.37,0.72,-12.0766666666667,72.384027778,10.8
Erlenbach,2015-09-12 00:00,0.29,-10.43,0,-12.7933333333333,65.310416667,13.6
Erlenbach,2015-09-13 00:00,0.3,-10.45,10.64,-13.51,65.384722222,14.4
Erlenbach,2015-09-14 00:00,3.14,-10.66,9.75,-9.9,92.225,10
Erlenbach,2015-09-15 00:00,1.19,-10.28,0.57,-1.37,80.272916667,11.1
Erlenbach,2015-09-16 00:00,0.55,-10.39,0.01,-5.76,44.569444444,19.3
Erlenbach,2015-09-17 00:00,4.34,-10.32,22.15,-10.15,94.383333333,8.35
Erlenbach,2015-09-18 00:00,8.14,-9.88,7.58,-7.78,95.972222222,7.52
Erlenbach,2015-09-19 00:00,7.67,-10.14,23.48,-9.64,91.590972222,8.07
Erlenbach,2015-09-20 00:00,6.33,-9.98,0.86,-8.98,94.963194444,6.7
Erlenbach,2015-09-21 00:00,1.51,-10.03,0,-9,83.773611111,8.74
Erlenbach,2015-09-22 00:00,11.96,-10.33,31.65,-9.02,85.7125,7.81
Erlenbach,2015-09-23 00:00,14,-9.7,12.13,-7.86,94.80625,4.36
Erlenbach,2015-09-24 00:00,2.78,-10.04,0,-8.553,91.53125,5.45
Erlenbach,2015-09-25 00:00,1.41,-10.19,0,-9.246,86.35,7.26
Erlenbach,2015-09-26 00:00,0.98,-10.45,0,-9.939,90.883333333,7.98
Erlenbach,2015-09-27 00:00,0.78,-10.46,0,-10.632,90.830555556,6.28
Erlenbach,2015-09-28 00:00,0.65,-10.57,0,-11.325,89.486805556,3.59
Erlenbach,2015-09-29 00:00,0.56,-10.67,0,-12.018,85.401388889,5.1
Erlenbach,2015-09-30 00:00,0.49,-10.67,0,-12.711,93.296527778,3.52
Erlenbach,2015-10-01 00:00,0.44,-10.66,0,-13.404,77.751388889,5.97
Erlenbach,2015-10-02 00:00,0.4,-10.57,0,-14.097,75.927083333,10.6
Erlenbach,2015-10-03 00:00,0.36,-10.75,1.78,-14.79,73.211111111,10.4
Erlenbach,2015-10-04 00:00,3.44,-10.67,15.76,-8.3,84.341666667,7.41
Erlenbach,2015-10-05 00:00,0.84,-10.54,2.33,-7.22,79.020833333,12.2
Erlenbach,2015-10-06 00:00,6.03,-10.46,16.13,-10.62,88.463194444,10.6
Erlenbach,2015-10-07 00:00,10.61,,16.58,-8.85,97.033333333,7.37
Erlenbach,2015-10-08 00:00,3.45,,0.18,-6.85,96.363194444,5.71
Erlenbach,2015-10-09 00:00,1.39,,0,-6.3,94.015277778,6.43
Erlenbach,2015-10-10 00:00,0.94,,0.26,-5.75,98.638194444,5.85
Erlenbach,2015-10-11 00:00,0.76,,0,-7.38,96.7875,5.8
Erlenbach,2015-10-12 00:00,0.64,,0.19,-9.01,78.802083333,7.75
Erlenbach,2015-10-13 00:00,3.82,,18.3,-10.64,95.672916667,3.86
Erlenbach,2015-10-14 00:00,3.87,,1.24,-13.98,96.474305556,1.18
Erlenbach,2015-10-15 00:00,2.74,,8.09,-14.01,99.951388889,-0.3
Erlenbach,2015-10-16 00:00,3,,1.73,-14.77,99.095833333,0.09
Erlenbach,2015-10-17 00:00,2.46,,0.04,-14.07,95.873611111,2.01
Erlenbach,2015-10-18 00:00,7.76,,12.97,-12.19,97.734722222,2.91
Erlenbach,2015-10-19 00:00,4.03,,1.03,-11.44,97.908333333,1.11
Erlenbach,2015-10-20 00:00,1.71,-10.9,0,-11.69,95.297916667,0.33
Erlenbach,2015-10-21 00:00,1.13,-10.83,0,-9.85,93.070833333,0.57
Erlenbach,2015-10-22 00:00,0.89,-11.02,0,-10.7271428571429,83.888888889,4.3
Erlenbach,2015-10-23 00:00,0.76,-11.15,0,-11.6042857142857,84.513888889,5.86
Erlenbach,2015-10-24 00:00,0.63,-11.11,0,-12.4814285714286,54.323611111,10.6
Erlenbach,2015-10-25 00:00,0.54,-11.08,0,-13.3585714285714,79.861805556,7.35
Erlenbach,2015-10-26 00:00,0.48,-11.24,0,-14.2357142857143,56.328472222,8.66
Erlenbach,2015-10-27 00:00,0.42,-10.88,0,-15.1128571428571,50.872916667,9.05
Erlenbach,2015-10-28 00:00,0.83,-10.82,12.78,-15.99,73.727083333,9.09
Erlenbach,2015-10-29 00:00,2.99,-11.3,1.53,-20.55,97.185416667,4.66
Erlenbach,2015-10-30 00:00,0.95,,0,-19.4946666666667,87.558333333,6.82
Erlenbach,2015-10-31 00:00,0.63,-11.45,0,-18.4393333333333,48.847916667,10.2
Erlenbach,2015-11-01 00:00,0.49,-11.17,0,-17.384,37.34375,9.92
Erlenbach,2015-11-02 00:00,0.4,-11,0,-16.3286666666667,26.30625,12
Erlenbach,2015-11-03 00:00,0.35,-11.11,0,-15.2733333333333,45.470833333,11.9
Erlenbach,2015-11-04 00:00,0.33,-11.07,0,-14.218,72.440277778,7.32
Erlenbach,2015-11-05 00:00,0.32,-11.02,0,-13.1626666666667,73.643055556,8.15
Erlenbach,2015-11-06 00:00,0.3,-10.97,0,-12.1073333333333,70.083333333,9.87
Erlenbach,2015-11-07 00:00,0.27,-10.98,0,-11.052,59.7875,11.5
Erlenbach,2015-11-08 00:00,0.26,-11,0,-9.99666666666667,52.538888889,12.5
Erlenbach,2015-11-09 00:00,0.23,-11.06,0,-8.94133333333333,62.573611111,11.6
Erlenbach,2015-11-10 00:00,0.22,-11.15,0,-7.886,82.289583333,8.5
Erlenbach,2015-11-11 00:00,0.21,-11.14,0,-6.83066666666667,62.665972222,7.75
Erlenbach,2015-11-12 00:00,0.2,-11.1,0,-5.77533333333333,52.097916667,8.39
Erlenbach,2015-11-13 00:00,0.19,-11.17,0.68,-4.72,67.500694444,7.82
Erlenbach,2015-11-14 00:00,0.19,-11.26,0,-4.77833333333333,65.61875,6.87
Erlenbach,2015-11-15 00:00,0.17,-11.37,0,-4.83666666666667,55.572916667,11.3
Erlenbach,2015-11-16 00:00,0.17,-11.37,0,-4.895,67.217361111,8.92
Erlenbach,2015-11-17 00:00,0.15,-11.3,0.26,-4.95333333333333,58.264583333,10.1
Erlenbach,2015-11-18 00:00,0.16,,0,-5.01166666666667,71.677777778,8.22
Erlenbach,2015-11-19 00:00,0.15,,5.57,-5.07,61.222916667,10.1
Erlenbach,2015-11-20 00:00,47.7,,109.36,-10.86,90.797222222,5.74
Erlenbach,2015-11-21 00:00,6.6,,13.16,-25.39,85.236111111,-2.3
Erlenbach,2015-11-22 00:00,2.73,,16.88,-23.4166666666667,90.354861111,-4.5
Erlenbach,2015-11-23 00:00,1.83,,0,-21.4433333333333,88.865972222,-7.3
Erlenbach,2015-11-24 00:00,1.45,,4.63,-19.47,88.157638889,-4.5
Erlenbach,2015-11-25 00:00,1.42,,22.02,-20.53,94.659027778,-1.3
Erlenbach,2015-11-26 00:00,1.43,,11.78,-18.9975,95.582638889,-3.3
Erlenbach,2015-11-27 00:00,1.31,,0.07,-17.465,89.79375,-5.5
Erlenbach,2015-11-28 00:00,1.24,,5.66,-15.9325,87.170833333,-1.9
Erlenbach,2015-11-29 00:00,4.43,,8.42,-14.4,76.368055556,2.7
Erlenbach,2015-11-30 00:00,4.7,-11.12,0,-19,65.499305556,4.51
Erlenbach,2015-12-01 00:00,3.58,,0,-21.22,81.466666667,2.55
Erlenbach,2015-12-02 00:00,2.65,,0,-22.61,47.243055556,4.95
Erlenbach,2015-12-03 00:00,2.1,,0,-18.06,33.690972222,5.45
Erlenbach,2015-12-04 00:00,2.53,,2.13,-13.51,71.310416667,4.33
Erlenbach,2015-12-05 00:00,2.92,,0,-9.43,80.145833333,2.99
Erlenbach,2015-12-06 00:00,2.1,,0,-8.72333333333333,72.85625,3.69
Erlenbach,2015-12-07 00:00,1.9,,0,-8.01666666666667,74.9125,3.41
Erlenbach,2015-12-08 00:00,1.64,,0.83,-7.31,72.202083333,4.05
Erlenbach,2015-12-09 00:00,6.3,-12.62,13.71,-7.4625,97.531944444,-0.1
Erlenbach,2015-12-10 00:00,1.95,-13.4,0,-7.615,57.997916667,0.36
Erlenbach,2015-12-11 00:00,1.1,-13.09,0,-7.7675,60.555555556,1.18
Erlenbach,2015-12-12 00:00,0.76,-13.44,0,-7.92,60.331944444,0.48
Erlenbach,2015-12-13 00:00,0.66,-12.66,0,-8.0725,66.388888889,0.71
Erlenbach,2015-12-14 00:00,0.56,-12.67,0,-8.225,74.389583333,1.78
Erlenbach,2015-12-15 00:00,0.56,-12.62,2.66,-8.3775,65.701388889,3.5
Erlenbach,2015-12-16 00:00,13.23,-12.7,14.77,-8.53,91.866666667,5.53
Erlenbach,2015-12-17 00:00,5.6,-12.48,0,-7.8,87.153472222,4.63
Erlenbach,2015-12-18 00:00,4.7,-12.36,0,-7.665,64.145138889,7.08
Erlenbach,2015-12-19 00:00,3.97,-12.44,0,-7.53,61.840972222,6.43
Erlenbach,2015-12-20 00:00,2.8,-12.49,0,-7.395,58.052777778,7.01
Erlenbach,2015-12-21 00:00,4.05,-12.56,4.47,-7.26,92.9875,3.81
Erlenbach,2015-12-22 00:00,2.19,-12.74,0,-8.3,64.952777778,4.12
Erlenbach,2015-12-23 00:00,1.41,-12.57,0,-8.09333333333333,72.657638889,3.84
Erlenbach,2015-12-24 00:00,1.08,-12.47,0,-7.88666666666667,66.104861111,4.23
Erlenbach,2015-12-25 00:00,0.9,-12.38,0,-7.68,62.520833333,4.15
Erlenbach,2015-12-26 00:00,0.75,-12.3,0,-3.39,48.650694444,4.86
Erlenbach,2015-12-27 00:00,0.64,-12.14,0,-10.39,38.909722222,5.74
Erlenbach,2015-12-28 00:00,0.57,-12.18,0,-9.91,31.247916667,7.16
Erlenbach,2015-12-29 00:00,0.52,-11.98,0,-9.84,68.424305556,3.49
Erlenbach,2015-12-30 00:00,0.47,-12.05,0,-9.025,65.624305556,1.85
Erlenbach,2015-12-31 00:00,0.52,-11.96,5.31,-8.21,81.711111111,3.2
Erlenbach,2016-01-01 00:00,1.01,-11.7,0.34,-8.43,96.729166667,0.55
Erlenbach,2016-01-02 00:00,1.16,-12.1,12.98,-14.06,88.468055556,1.68
Erlenbach,2016-01-03 00:00,1.09,-12.05,7.95,-13.72,96.458333333,-0.6
Erlenbach,2016-01-04 00:00,0.86,-12.25,8.58,-17.7,89.4125,-0.2
Erlenbach,2016-01-05 00:00,0.7,-12.13,3.58,-15.08,93.022916667,-1
Erlenbach,2016-01-06 00:00,0.59,-12.14,3.55,-16.345,91.117361111,-1.7
Erlenbach,2016-01-07 00:00,3.94,-12.76,18.51,-17.61,87.722916667,0.66
Erlenbach,2016-01-08 00:00,6.14,-12.94,17.02,-11.75,96.988888889,1.25
Erlenbach,2016-01-09 00:00,14.92,-13.09,10.57,-14.13,97.2625,1.57
Erlenbach,2016-01-10 00:00,3.22,-12.98,3.81,-15.16,97.290972222,0.97
Erlenbach,2016-01-11 00:00,5.6,-13.01,10.44,-15.51,76.620138889,2.23
Erlenbach,2016-01-12 00:00,2.14,-13.12,18.03,-14.8366666666667,74.454166667,-0.2
Erlenbach,2016-01-13 00:00,2.94,-13.02,10.18,-14.1633333333333,81.402083333,-4.7
Erlenbach,2016-01-14 00:00,3.44,-12.91,12.16,-13.49,79.174305556,-2.9
Erlenbach,2016-01-15 00:00,0.98,-12.81,10.33,-13.86,64.656944444,-4.4
Erlenbach,2016-01-16 00:00,0.85,-12.66,16.02,-14.23,87.045138889,-5.7
Erlenbach,2016-01-17 00:00,0.8,-12.7,17.51,-14.6,82.076388889,-9.4
Erlenbach,2016-01-18 00:00,0.69,-12.52,0.09,-14.97,82.741666667,-8.8
Erlenbach,2016-01-19 00:00,0.64,-12.98,5.37,-14.4,92.60625,-2.5
Erlenbach,2016-01-20 00:00,0.66,-12.94,2.82,-13.6,98.586111111,-2.4
Erlenbach,2016-01-21 00:00,0.63,-12.97,0,-12.88,92.052777778,-5.5
Erlenbach,2016-01-22 00:00,0.61,-12.8,1.59,-12.55,85.029861111,-2
Erlenbach,2016-01-23 00:00,1.86,-12.84,4.99,-11.48,95.123611111,-0.5
Erlenbach,2016-01-24 00:00,1.23,-12.95,0,-13.07,60.802083333,3.06
Erlenbach,2016-01-25 00:00,1.77,-12.88,0,-14.26,66.304166667,5.84
Erlenbach,2016-01-26 00:00,3.22,-12.48,0,-13.31,53.827083333,6.65
Erlenbach,2016-01-27 00:00,3.88,-12.53,0,-10.625,49.797222222,6.53
Erlenbach,2016-01-28 00:00,3.5,-12.53,2.79,-7.94,69.729166667,4.72
Erlenbach,2016-01-29 00:00,7.99,-12.67,5.58,-7.6,93.611805556,2.98
Erlenbach,2016-01-30 00:00,12.99,-12.82,32.03,-13.81,80.015277778,3.19
Erlenbach,2016-01-31 00:00,41.8,-13.55,32.35,-7.21,87.529166667,5.23
Erlenbach,2016-02-01 00:00,18.45,-13.42,0,-8.13333333333333,79.522916667,5.62
Erlenbach,2016-02-02 00:00,4.83,-13.17,0.07,-9.05666666666667,74.107638889,4.44
Erlenbach,2016-02-03 00:00,3.48,-13.08,35.94,-9.98,89.109722222,-1.7
Erlenbach,2016-02-04 00:00,2.51,-12.97,23.89,-12.86,83.459722222,-0.8
Erlenbach,2016-02-05 00:00,5.55,-12.63,1.56,-11.32,93.934027778,1.42
Erlenbach,2016-02-06 00:00,2.88,-12.73,0,-12.4,47.147916667,6.36
Erlenbach,2016-02-07 00:00,3.6,-12.66,4.12,-14.105,72.150694444,2.57
Erlenbach,2016-02-08 00:00,3.34,-12.69,2.14,-15.81,59.298611111,4.89
Erlenbach,2016-02-09 00:00,4.69,-12.82,13.43,-15.5533333333333,58.246527778,3.33
Erlenbach,2016-02-10 00:00,2.4,-12.88,4.36,-15.2966666666667,74.335416667,-3.6
Erlenbach,2016-02-11 00:00,1.53,-12.88,3.87,-15.04,76.326388889,-3.3
Erlenbach,2016-02-12 00:00,1.26,-12.76,7.49,-14.96,85.759722222,-1.7
Erlenbach,2016-02-13 00:00,1.3,-12.75,7.81,-15.84,87.240972222,0.98
Erlenbach,2016-02-14 00:00,1.27,-12.86,6.11,-13.57,92.83125,-0.3
Erlenbach,2016-02-15 00:00,1.06,-13.13,7.45,-15.61,96.61875,-2.4
Erlenbach,2016-02-16 00:00,0.92,-12.65,0.09,-15.34,97.961111111,-3.3
Erlenbach,2016-02-17 00:00,0.85,-12.67,0,-15.07,95.730555556,-3.6
Erlenbach,2016-02-18 00:00,0.79,-12.69,2.12,-14.8,91.95,-2.5
Erlenbach,2016-02-19 00:00,0.76,-12.73,10.3,-14.53,87.389583333,-4.2
Erlenbach,2016-02-20 00:00,14.82,-12.93,29.73,-14.26,83.61875,2.27
Erlenbach,2016-02-21 00:00,16.71,-13.23,0,-12.51,54.19375,8.24
Erlenbach,2016-02-22 00:00,9.86,-12.99,8.72,-6.49,62.923611111,7.12
Erlenbach,2016-02-23 00:00,13.59,-12.86,28.77,-9.1,91.379166667,0.15
Erlenbach,2016-02-24 00:00,3.74,-12.92,5.67,-13.89,93.432638889,-1.9
Erlenbach,2016-02-25 00:00,2.12,-12.89,14.21,-18.08,97.889583333,-2.3
Erlenbach,2016-02-26 00:00,1.46,-12.7,0,-17.42,95.721527778,-4.1
Erlenbach,2016-02-27 00:00,1.87,-12.64,0,-16.76,90.042361111,0.49
Erlenbach,2016-02-28 00:00,1.64,-12.51,0.03,-16.5,92.234722222,0.1
Erlenbach,2016-02-29 00:00,1.26,-12.37,14.89,-10.9,95.997916667,-2.7
Erlenbach,2016-03-01 00:00,1.24,-12.53,6.35,-12.96,88.423611111,-0.8
Erlenbach,2016-03-02 00:00,4.45,-12.21,23.34,-13.35,84.455555556,0.06
Erlenbach,2016-03-03 00:00,2.39,-12.4,14.53,-14.03,87.051388889,-3.4
Erlenbach,2016-03-04 00:00,1.73,-12.22,0,-14.71,80.331944444,-0.4
Erlenbach,2016-03-05 00:00,1.4,-12.27,20.28,-22.42,92.91875,-1.8
Erlenbach,2016-03-06 00:00,1.11,-12.28,3.94,-20.16,80.473611111,-3.8
Erlenbach,2016-03-07 00:00,0.96,-12.26,4.29,-16.44,79.288194444,-4.1
Erlenbach,2016-03-08 00:00,0.88,-12.17,4.96,-20.55,87.654166667,-5.5
Erlenbach,2016-03-09 00:00,0.85,-12.22,0,-16.16,82.856944444,-4.5
Erlenbach,2016-03-10 00:00,0.82,-12.16,0,-15.68,81.900694444,-2.1
Erlenbach,2016-03-11 00:00,0.8,-12.14,0,-15.9766666666667,88.458333333,-1.1
Erlenbach,2016-03-12 00:00,0.76,-12.24,0,-16.2733333333333,96.825694444,-1.3
Erlenbach,2016-03-13 00:00,0.73,-12.2,0,-16.57,95.191666667,-1.5
Erlenbach,2016-03-14 00:00,0.7,-12.35,0.01,-16.8666666666667,88.730555556,-2.3
Erlenbach,2016-03-15 00:00,0.7,-12.29,6.94,-17.1633333333333,88.060416667,-1.9
Erlenbach,2016-03-16 00:00,0.67,-12.41,0.08,-17.46,93.235416667,-2.7
Erlenbach,2016-03-17 00:00,1.01,,0,-16.99,71.649305556,0.89
Erlenbach,2016-03-18 00:00,1.53,,0,-16.44,66.549305556,1.94
Erlenbach,2016-03-19 00:00,2.19,,0,-15.89,65.117361111,2.8
Erlenbach,2016-03-20 00:00,2.7,,0,-15.34,64.511111111,2.92
Erlenbach,2016-03-21 00:00,1.91,,0,-14.79,91.483333333,-1.1
Erlenbach,2016-03-22 00:00,1.36,,0,-14.24,75.767361111,0.13
Erlenbach,2016-03-23 00:00,1.09,-11.66,0.01,-13.69,82.691666667,-1
Erlenbach,2016-03-24 00:00,0.98,-12.44,0,-13.14,75.149305556,0.66
Erlenbach,2016-03-25 00:00,1.84,-12.46,15.55,-12.59,90.236111111,1.29
Erlenbach,2016-03-26 00:00,6.44,-12.75,0.33,-12.56,66.884027778,4.2
Erlenbach,2016-03-27 00:00,3.28,-12.56,2.79,-12.53,82.010416667,2.22
Erlenbach,2016-03-28 00:00,3.64,-12.62,0.03,-12.5,59.29375,5.64
Erlenbach,2016-03-29 00:00,7.66,-12.77,5.2,-12.47,75.4375,5.07
Erlenbach,2016-03-30 00:00,10.24,-13.28,0,-12.5585714285714,65.934027778,7.4
Erlenbach,2016-03-31 00:00,12.9,-13.27,0,-12.6471428571429,42.901388889,11.4
Erlenbach,2016-04-01 00:00,11.1,-13.44,0.11,-12.7357142857143,90.011111111,5.63
Erlenbach,2016-04-02 00:00,12.72,-13.62,0,-12.8242857142857,37.04375,12.8
Erlenbach,2016-04-03 00:00,15.48,-13.6,0,-12.9128571428571,38.613888889,12.9
Erlenbach,2016-04-04 00:00,13.15,-13.43,0,-13.0014285714286,47.585416667,11.1
Erlenbach,2016-04-05 00:00,12.68,-13.43,7.23,-13.09,82.989583333,7.67
Erlenbach,2016-04-06 00:00,12.75,-13.31,3.7,-13.86,85.632638889,4.93
Erlenbach,2016-04-07 00:00,4.84,-13.05,5.18,-5.53,91.9,1.68
Erlenbach,2016-04-08 00:00,3.33,-12.77,5.63,-6.6,99.248611111,-0.2
Erlenbach,2016-04-09 00:00,2.46,-12.78,0.33,-6.81,97.716666667,0.78
Erlenbach,2016-04-10 00:00,4.49,-12.52,0,-7.61333333333333,79.222222222,5.18
Erlenbach,2016-04-11 00:00,6.75,-12.56,0.02,-8.41666666666667,62.865277778,8.14
Erlenbach,2016-04-12 00:00,7.35,-12.61,0,-9.22,73.25,7.8
Erlenbach,2016-04-13 00:00,9.78,-13.09,18.29,-10.04,90.753472222,4.13
Erlenbach,2016-04-14 00:00,8.91,-12.86,3.91,-11.23,82.490972222,4.37
Erlenbach,2016-04-15 00:00,6.3,-13.02,0.92,-7.53,81.968055556,6.01
Erlenbach,2016-04-16 00:00,7.81,-12.99,7.48,-8.27,72.592361111,9.03
Erlenbach,2016-04-17 00:00,31.23,-12.7,40.65,-12.37,95.354166667,3.78
Erlenbach,2016-04-18 00:00,7.87,-13.18,17.55,-15.35,98.151388889,0.23
Erlenbach,2016-04-19 00:00,8.74,-13.48,0.02,-19.96,90.070833333,3.09
Erlenbach,2016-04-20 00:00,6.62,-13.62,0,-15.85,68.322916667,7.05
